stateno,state_name,state_icpsr,state_fips,state_abrev,elect_year,sen_prop_up,hs_prop_up,ranney1_sen_dem_prop,ranney2_hs_dem_prop,ranney3_gub_prop,ranney4_control,ranney4_control_alt,ranney1_sen_dem_prop_4yr,ranney2_hs_dem_prop_4yr,ranney3_gub_prop_4yr,ranney4_control_4yr,ranney4_control_alt_4yr,ranney1_sen_dem_prop_6yr,ranney2_hs_dem_prop_6yr,ranney3_gub_prop_6yr,ranney4_control_6yr,ranney4_control_alt_6yr,ranney1_sen_dem_prop_8yr,ranney2_hs_dem_prop_8yr,ranney3_gub_prop_8yr,ranney4_control_8yr,ranney4_control_alt_8yr,ranney1_sen_dem_prop_10yr,ranney2_hs_dem_prop_10yr,ranney3_gub_prop_10yr,ranney4_control_10yr,ranney4_control_alt_10yr,ranney_4yrs,ranney_6yrs,ranney_8yrs,ranney_10yrs,ranney_4yrs_alt,ranney_6yrs_alt,ranney_8yrs_alt,ranney_10yrs_alt,folded_ranney_4yrs,folded_ranney_6yrs,folded_ranney_8yrs,folded_ranney_10yrs,folded_ranney_alt_4yrs,folded_ranney_alt_6yrs,folded_ranney_alt_8yrs,folded_ranney_alt_10yrs,hvd1_winper_4yr,hvd2_winmargin_4yr,hvd3_uncont_4yr,hvd4_safeseat_4yr,unusable_seats_4yr_per,hvd1_winper_6yr,hvd2_winmargin_6yr,hvd3_uncont_6yr,hvd4_safeseat_6yr,unusable_seats_6yr_per,hvd1_winper_8yr,hvd2_winmargin_8yr,hvd3_uncont_8yr,hvd4_safeseat_8yr,unusable_seats_8yr_per,hvd1_winper_10yr,hvd2_winmargin_10yr,hvd3_uncont_10yr,hvd4_safeseat_10yr,unusable_seats_10yr_per,hvd_4yr,hvd_6yr,hvd_8yr,hvd_10yr,sf_hvd_4yr,sf_ranney_4yr,sf_hvd_8yr,sf_ranney_8yr,sf_hvd_10yr,sf_ranney_10yr
9,Florida,43,12,FL,1970,0.19,1,0.6875,0.6806723,0.5687,1,1,0.6979167,0.6881419,0.4787,0.625,0.25,0.7528409,0.7401766,0.4899667,0.6666667,0.3333333,0.8033933,0.7788508,0.514325,0.75,0.5,0.8356386,0.8036155,0.53116,0.8,0.6,0.6224397,0.6624127,0.7116423,0.7426035,0.5286897,0.5790794,0.6491423,0.6926035,0.8775603,0.8375873,0.7883577,0.7573965,0.9713103,0.9209206,0.8508577,0.8073965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Florida,43,12,FL,1971,0,0,0.6875,0.6806723,0.5687,1,1,0.6770834,0.6638656,0.5087,0.75,0.5,0.7083333,0.7018363,0.4887,0.6666667,0.3333333,0.7698864,0.7540558,0.5106,0.75,0.5,0.8070202,0.7790511,0.52818,0.8,0.6,0.6499122,0.6413841,0.6961355,0.7285628,0.5874122,0.5580508,0.6336355,0.6785628,0.8500878,0.8586159,0.8038645,0.7714372,0.9125878,0.9419492,0.8663645,0.8214372,74.48073,48.96146,34.86099,85.32561,0.4201681,,,,,,,,,,,,,,,,39.0928,,,,,,,,,
9,Florida,43,12,FL,1972,1,1,0.6410257,0.6416667,0.5687,1,1,0.6706731,0.6625175,0.5387,0.875,0.75,0.6866987,0.6791511,0.5087,0.75,0.5,0.7306964,0.7204248,0.50965,0.75,0.5,0.7755672,0.7553145,0.5252,0.8,0.6,0.6867226,0.6561375,0.6776928,0.7140204,0.6554726,0.5936375,0.6151928,0.6640204,0.8132774,0.8438625,0.8223072,0.7859796,0.8445274,0.9063625,0.8848072,0.8359796,75.31486,50.79463,37.51891,85.22411,0.3144654,,,,,,,,,,,,,,,,37.78687,,,,,,,,,
9,Florida,43,12,FL,1973,0,0,0.6410257,0.6416667,0.5687,1,1,0.6642628,0.6611695,0.5687,1,1,0.6650642,0.6564659,0.5287,0.8333333,0.6666667,0.6915064,0.6867939,0.5087,0.75,0.5,0.7441142,0.731578,0.52222,0.8,0.6,0.7235331,0.6708909,0.6592501,0.699478,0.7235331,0.6292242,0.5967501,0.6494781,0.7764669,0.8291091,0.8407499,0.800522,0.7764669,0.8707758,0.9032499,0.8505219,76.36767,53.09174,40.84634,85.26411,0.209205,74.64458,49.46988,35.35851,86.13605,0.2793296,74.7767,49.74045,35.6773,85.62483,0.2506266,,,,,,36.10754,38.59774,38.54518,,50.9493,0.921,,,,
9,Florida,43,12,FL,1974,0.55,1,0.6923077,0.7166666,0.6121,1,1,0.6654648,0.6701681,0.57955,1,1,0.6693376,0.6680672,0.5559334,0.9166667,0.8333333,0.6816908,0.679155,0.529125,0.8125,0.625,0.7178904,0.7121732,0.5258,0.8,0.6,0.7287957,0.7025012,0.6756177,0.6889659,0.7287957,0.6816679,0.6287427,0.6389659,0.7712043,0.7974988,0.8243823,0.8110341,0.7712043,0.8183321,0.8712573,0.8610341,76.68762,53.79502,41.38195,84.64786,0.2087683,75.9295,52.13647,39.14296,84.86275,0.27894,75.30641,50.83015,37.18653,85.16248,0.2850627,,,,,,35.87189,36.98208,37.87861,,,,,,,
9,Florida,43,12,FL,1975,0,0,0.6923077,0.7166666,0.6121,1,1,0.6666667,0.6791667,0.5904,1,1,0.6736111,0.6796685,0.5831667,1,1,0.671875,0.6715161,0.54955,0.875,0.75,0.6916667,0.6927685,0.52938,0.8,0.6,0.7340583,0.7341115,0.6919852,0.6784538,0.7340583,0.7341115,0.6607352,0.6284538,0.7659417,0.7658885,0.8080148,0.8215462,0.7659417,0.7658885,0.8392648,0.8715462,76.9052,54.28223,41.70941,84.16454,0.2083333,77.62349,55.65426,44.092,83.42999,0.2785515,75.7671,51.77962,38.49447,84.75276,0.3138075,,,,,,35.73466,34.80006,37.30151,,,,,,,
9,Florida,43,12,FL,1976,0.5,1,0.7435898,0.7666667,0.6121,1,1,0.6923077,0.7104167,0.60125,1,1,0.6829594,0.694001,0.5904,1,1,0.6814904,0.6864671,0.569975,0.9375,0.875,0.6889423,0.6916573,0.54572,0.85,0.7,0.7509936,0.7418401,0.7188581,0.6940799,0.7509936,0.7418401,0.7032331,0.6565799,0.7490064,0.7581599,0.7811419,0.8059201,0.7490064,0.7581599,0.7967669,0.8434201,78.89531,58.18076,47.1355,82.76875,0.2083333,78.08076,56.54068,45.10215,83.56747,0.2086231,77.0876,54.45181,42.28291,84.00211,0.261233,,,,,,33.25491,34.17723,35.54389,,,,,,,
9,Florida,43,12,FL,1977,0,0,0.7435898,0.7666667,0.6121,1,1,0.7179487,0.7416667,0.6121,1,1,0.6923077,0.7083333,0.5976334,1,1,0.6911058,0.7014181,0.5904,1,1,0.686218,0.6905462,0.56206,0.9,0.8,0.7679288,0.7495686,0.745731,0.7097061,0.7679288,0.7495686,0.745731,0.684706,0.7320712,0.7504314,0.754269,0.7902939,0.7320712,0.7504314,0.754269,0.815294,81.47253,63.21556,53.94999,80.70831,0.2083333,78.46497,57.2847,45.9593,83.71663,0.1388889,78.77005,57.85746,47.05577,83.16286,0.2087683,76.82079,53.85106,41.38383,84.35524,0.2508361,30.16341,33.6436,33.28847,35.89727,50.2611,0.7324,,,,
9,Florida,43,12,FL,1978,0.58,1,0.725,0.7416667,0.5559,1,1,0.7261218,0.7479167,0.59805,1,1,0.7063035,0.725,0.5955,1,1,0.6957933,0.7090424,0.5888,1,1,0.6920513,0.700007,0.57278,0.95,0.9,0.7680221,0.7567009,0.7484089,0.7287096,0.7680221,0.7567009,0.7484089,0.7162096,0.7319779,0.7432991,0.7515911,0.7712904,0.7319779,0.7432991,0.7515911,0.7837904,80.56,61.27395,51.077,82.34189,0.1041667,79.13689,58.56239,47.50251,83.14005,0.1388889,78.44516,57.1959,45.84045,83.67133,0.1564129,77.53703,55.31141,43.33103,83.99922,0.2088555,31.18679,32.91454,33.71179,34.95533,,,,,,
9,Florida,43,12,FL,1979,0,0,0.725,0.7416667,0.5559,1,1,0.7342949,0.7541667,0.584,1,1,0.7202992,0.7416667,0.5933667,1,1,0.7004808,0.7166667,0.5872,1,1,0.6978846,0.7094678,0.5835,1,1,0.7681154,0.7638332,0.7510869,0.7477131,0.7681154,0.7638332,0.7510869,0.7477131,0.7318846,0.7361668,0.7489131,0.7522869,0.7318846,0.7361668,0.7489131,0.7522869,79.6652,59.37072,48.25581,83.9438,0,79.89047,59.98294,49.19434,82.41269,0.1388889,78.14069,56.57806,44.70623,84.13461,0.1041667,78.4045,57.07848,45.69558,83.6463,0.1669449,32.19112,32.12988,34.11011,33.79379,,,50.256,0.8222,50.4818,0.8114
9,Florida,43,12,FL,1980,0.53,1,0.675,0.675,0.5559,1,1,0.7171475,0.73125,0.56995,1,1,0.7174146,0.7347223,0.584,1,1,0.7047276,0.7208334,0.5856,1,1,0.6966347,0.7089006,0.58222,1,1,0.7545869,0.7590342,0.7527902,0.7469388,0.7545869,0.7590342,0.7527902,0.7469388,0.7454131,0.7409658,0.7472098,0.7530612,0.7454131,0.7409658,0.7472098,0.7530612,79.02226,58.08477,46.83549,84.92457,0,79.81883,59.75274,49.15472,83.5452,0.0694444,78.99557,58.22276,47.09391,83.79504,0.1041667,78.46359,57.18443,45.83194,84.09769,0.1251042,32.78323,31.93213,32.97318,33.60559,,,,,,
9,Florida,43,12,FL,1981,0,0,0.675,0.675,0.5559,1,1,0.7,0.7083334,0.5559,1,1,0.7145299,0.7277778,0.5746334,1,1,0.7089744,0.725,0.584,1,1,0.6953846,0.7083333,0.58094,1,1,0.7410583,0.7542353,0.7544936,0.7461645,0.7410583,0.7542353,0.7544936,0.7461645,0.7589417,0.7457647,0.7455064,0.7538355,0.7589417,0.7457647,0.7455064,0.7538355,78.4062,56.85256,45.47348,85.89015,0,79.73904,59.50497,49.09722,84.6875,0,79.89616,59.94475,49.60553,83.34587,0.1041667,78.53189,57.30995,45.99001,84.53043,0.0833333,33.3444,31.74281,31.80193,33.40942,49.3767,0.759,,,,
9,Florida,43,12,FL,1982,1,1,0.8,0.7,0.647,1,1,0.71875,0.6979167,0.578675,1,1,0.7239316,0.7166667,0.58045,1,1,0.7224359,0.7229167,0.5883625,1,1,0.7112821,0.7141666,0.58877,1,1,0.7488354,0.7552621,0.7584288,0.7535547,0.7488354,0.7552621,0.7584288,0.7535547,0.7511646,0.7447379,0.7415712,0.7464453,0.7511646,0.7447379,0.7415712,0.7464453,78.63817,57.31618,46.72619,85.19345,0,78.90602,57.85205,47.11712,84.79917,0,79.47023,59.03084,48.64826,83.86258,0.0520833,78.91349,58.01175,47.14902,83.97693,0.0833333,33.0315,32.83141,32.24702,32.9872,,,,,,
9,Florida,43,12,FL,1983,0,0,0.8,0.7,0.647,1,1,0.7375,0.6875,0.60145,1,1,0.7333333,0.7055556,0.5862667,1,1,0.7358974,0.7208334,0.592725,1,1,0.7271795,0.72,0.5966,1,1,0.7566125,0.7562889,0.7623639,0.7609449,0.7566125,0.7562889,0.7623639,0.7609449,0.7433875,0.7437111,0.7376361,0.7390551,0.7433875,0.7437111,0.7376361,0.7390551,78.70386,57.44725,47.33948,84.71995,0,78.17917,56.41149,45.27778,84.90079,0,79.07114,58.1822,47.70032,84.32692,0,79.29509,58.71355,48.30803,83.42343,0.0833333,32.94737,33.80769,32.67986,32.56497,,,,,,
9,Florida,43,12,FL,1984,0.5,1,0.8,0.6416667,0.647,1,1,0.76875,0.6791667,0.624225,1,1,0.7458333,0.6888889,0.60145,1,1,0.7429487,0.7052084,0.5970875,1,1,0.7379487,0.7125,0.60009,1,1,0.7680354,0.7590431,0.7613112,0.7626347,0.7680354,0.7590431,0.7613112,0.7626347,0.7319646,0.7409569,0.7386888,0.7373653,0.7319646,0.7409569,0.7386888,0.7373653,79.33179,58.70699,48.02944,85.58282,0,79.15042,58.34317,47.56313,85.64394,0,79.2385,58.51884,47.70032,85.25641,0,79.6153,59.31012,48.79617,84.45204,0.0416667,32.08724,32.32483,32.32148,31.95659,,,,,,
9,Florida,43,12,FL,1985,0,0,0.8,0.6416667,0.647,1,1,0.8,0.6708333,0.647,1,1,0.7583333,0.6722223,0.6166334,1,1,0.75,0.6895834,0.60145,1,1,0.748718,0.705,0.60358,1,1,0.7794583,0.7617972,0.7602583,0.7643245,0.7794583,0.7617972,0.7602583,0.7643245,0.7205417,0.7382028,0.7397417,0.7356755,0.7205417,0.7382028,0.7397417,0.7356755,79.97439,59.99606,48.75,86.45833,0,80.14523,60.32198,49.90741,86.40432,0,79.40587,58.85548,47.70032,86.1859,0,79.93837,59.91179,49.29032,85.49194,0,31.20531,30.80527,31.9631,31.34189,48.7998,0.7205,,,,
9,Florida,43,12,FL,1986,0.55,1,0.625,0.625,0.4544,0.5,0,0.75625,0.6520833,0.59885,0.875,0.75,0.75,0.6638889,0.5997167,0.9166667,0.8333333,0.7375,0.675,0.5887625,0.9375,0.875,0.736859,0.6908333,0.58781,0.95,0.9,0.7205458,0.732568,0.7346907,0.7413756,0.6892958,0.7117347,0.7190657,0.7288756,0.7794542,0.767432,0.7653093,0.7586244,0.8107042,0.7882653,0.7809343,0.7711244,80.21477,60.46381,48.85416,86.39706,0,79.64668,59.32941,48.23193,85.80351,0,79.41193,58.86093,47.7574,85.79333,0,79.44151,58.92076,47.84167,85.44167,0,31.01755,31.74712,32.04411,32.08859,,,,,,
9,Florida,43,12,FL,1987,0,0,0.625,0.625,0.4544,0.5,0,0.7125,0.6333333,0.5507,0.75,0.5,0.7416667,0.6555555,0.5828,0.8333333,0.6666667,0.725,0.6604167,0.576075,0.875,0.75,0.725,0.6766667,0.57204,0.9,0.8,0.6616333,0.7033389,0.7091229,0.7184267,0.5991333,0.6616722,0.6778729,0.6934267,0.8383667,0.7966611,0.7908771,0.7815733,0.9008667,0.8383278,0.8221271,0.8065733,80.36948,60.76025,48.60119,86.04167,0,79.1487,58.33794,46.55827,85.21341,0,79.41768,58.86576,47.81554,85.3934,0,78.95166,57.94372,46.40873,85.39682,0,31.05685,32.68542,32.12691,32.82477,,,48.3846,0.8285,,
9,Florida,43,12,FL,1988,0.55,1,0.575,0.6083333,0.4544,0.5,0,0.65625,0.625,0.50255,0.625,0.25,0.7041667,0.6402778,0.5507,0.75,0.5,0.7125,0.6520833,0.5633875,0.8125,0.625,0.71,0.6633334,0.56189,0.85,0.7,0.6022,0.6612861,0.6851177,0.6963059,0.50845,0.5987861,0.6382427,0.6588058,0.8978,0.8387139,0.8148823,0.8036941,0.99155,0.9012139,0.8617573,0.8411942,80.74837,61.51631,49.52277,85.17684,0,80.5126,61.05401,49.375,85.8086,0,79.98861,60.00871,48.73792,85.53745,0,79.72549,59.48421,48.23257,85.57354,0,30.75893,30.81245,31.43182,31.74605,,,47.6679,,,
9,Florida,43,12,FL,1989,0,0,0.575,0.6083333,0.4544,0.5,0,0.6,0.6166667,0.4544,0.5,0,0.6666667,0.625,0.5186,0.6666667,0.3333333,0.7,0.64375,0.5507,0.75,0.5,0.695,0.65,0.55174,0.8,0.6,0.5427667,0.6192334,0.6611125,0.674185,0.4177667,0.5359,0.5986125,0.624185,0.9572333,0.8807666,0.8388875,0.825815,0.9177667,0.9641,0.9013875,0.875815,81.11823,62.25427,50.41666,84.35606,0,82.0638,64.14462,52.53472,86.49306,0,80.55371,61.13998,49.64744,85.68109,0,80.50334,61.03271,50.06667,85.75,0,30.4637,28.69095,30.74445,30.66182,46.421,0.9178,,,47.7955,0.8761
9,Florida,43,12,FL,1990,0.53,1,0.575,0.6166667,0.5652,1,1,0.5875,0.6145833,0.4821,0.625,0.25,0.6291667,0.6208333,0.5049667,0.6666667,0.3333333,0.671875,0.6333333,0.540475,0.75,0.5,0.685,0.6441666,0.55267,0.8,0.6,0.5772958,0.6054083,0.6489208,0.6704592,0.4835458,0.522075,0.5864208,0.6204592,0.9227042,0.8945917,0.8510792,0.8295408,0.9835458,0.977925,0.9135792,0.8795408,80.44579,60.9026,50.07543,82.0977,0,80.41768,60.84981,49.58656,83.38339,0,80.35528,60.73322,49.49901,84.43452,0,79.96843,59.9629,48.95834,84.55,0,31.61962,31.44064,31.24449,31.64009,,,,,,
9,Florida,43,12,FL,1991,0,0,0.575,0.6166667,0.5652,1,1,0.575,0.6125,0.5098,0.75,0.5,0.5916666,0.6166667,0.4913333,0.6666667,0.3333333,0.64375,0.6229167,0.53025,0.75,0.5,0.675,0.6383333,0.5536,0.8,0.6,0.611825,0.5915833,0.6367292,0.6667333,0.549325,0.50825,0.5742292,0.6167333,0.888175,0.9084167,0.8632708,0.8332667,0.950675,0.99175,0.9257708,0.8832667,79.75626,59.5168,49.71415,79.79651,0,78.79313,57.59814,46.67735,80.32051,0,80.05643,60.12564,49.15441,82.88603,0,79.43353,58.89308,47.85,83.35,0,32.80407,34.15271,31.94437,32.61835,,,,,,
9,Florida,43,12,FL,1992,1,1,0.5,0.5916666,0.5652,0.5,0,0.55625,0.6083333,0.5375,0.75,0.5,0.5708333,0.6111111,0.5098,0.6666667,0.3333333,0.60625,0.6166667,0.520025,0.6875,0.375,0.645,0.6275,0.54542,0.75,0.5,0.6130208,0.5896028,0.6076104,0.64198,0.5505208,0.5062695,0.5294854,0.57948,0.8869792,0.9103972,0.8923896,0.85802,0.9494792,0.9937305,0.9705146,0.92052,77.24366,54.5533,44.5032,79.45512,0,78.42407,56.89961,46.28378,80.97222,0,78.85897,57.76273,46.79002,82.11897,0,79.15686,58.35806,47.34167,83.18333,0,36.06118,34.35507,33.61732,32.99002,,,,,,
9,Florida,43,12,FL,1993,0,0,0.5,0.5916666,0.5652,0.5,0,0.5375,0.6041666,0.5652,0.75,0.5,0.55,0.6055555,0.5282667,0.6666667,0.3333333,0.56875,0.6104167,0.5098,0.625,0.25,0.615,0.6166667,0.53724,0.7,0.4,0.6142167,0.5876222,0.5784917,0.6172267,0.5517167,0.5042889,0.4847417,0.5422267,0.8857833,0.9123778,0.9215083,0.8827733,0.9482833,0.9957111,0.9847417,0.9577733,75.20276,50.52061,40.33812,78.96858,0,78.09064,56.26582,45.94545,81.332,0,77.81968,55.7117,44.74702,81.42857,0,78.88019,57.82303,46.83334,83.01666,0,38.74249,34.59152,35.07326,33.36169,51.6021,0.8264,,,,
9,Florida,43,12,FL,1994,0.55,1,0.475,0.525,0.5076,0.5,0,0.5125,0.58125,0.5508,0.625,0.25,0.5333334,0.5916666,0.5371333,0.6666667,0.3333333,0.55,0.5979167,0.51645,0.625,0.25,0.5825,0.605,0.5233,0.65,0.3,0.5673875,0.5822,0.5723417,0.5902,0.4736375,0.4988667,0.4785917,0.5027,0.9326125,0.9178,0.9276583,0.9098,0.9736375,0.9988667,0.9785917,0.9973,75.96416,52.07642,41.53201,80.78506,0,77.07426,54.25405,43.86044,80.707,0,77.96303,56.01181,45.26786,81.56995,0,78.37772,56.82971,45.82341,82.36905,0,37.41058,36.02606,34.79684,34.15002,,,,,,
9,Florida,43,12,FL,1995,0,0,0.475,0.525,0.5076,0.5,0,0.4875,0.5583333,0.5364,0.5,0,0.5166667,0.5777777,0.546,0.6666667,0.3333333,0.53125,0.5854167,0.5231,0.625,0.25,0.55,0.5933333,0.50936,0.6,0.2,0.5205584,0.5767778,0.5661917,0.5631734,0.3955583,0.4934444,0.4724417,0.4631733,0.9794416,0.9232222,0.9338083,0.9368266,0.8955584,0.9934444,0.9724417,0.9631733,76.71501,53.61114,42.71505,82.56049,0,76.05789,52.24228,41.77544,80.082,0,78.10638,56.31193,45.78869,81.71131,0,77.88155,55.84897,44.82874,81.72638,0,36.09958,37.4606,34.52042,34.92859,,,50.1329,0.9649,,
9,Florida,43,12,FL,1996,0.53,1,0.425,0.4916667,0.5076,0.5,0,0.46875,0.5333333,0.522,0.5,0,0.4916667,0.5569444,0.5364,0.5833333,0.1666667,0.5125,0.5708333,0.52975,0.625,0.25,0.53,0.58,0.51468,0.6,0.2,0.5060208,0.5420861,0.5595208,0.55617,0.3810208,0.4379194,0.4657708,0.45617,0.9939792,0.9579139,0.9404792,0.94383,0.8810208,0.9379194,0.9657708,0.95617,77.81644,55.76349,44.62798,84.21131,0,76.87935,53.8852,43.11914,82.25987,0,77.53197,55.16223,44.56514,81.84834,0,78.17931,56.44191,45.59502,82.34832,0,34.3952,35.96411,35.22308,34.35886,,,,,,
9,Florida,43,12,FL,1997,0,0,0.425,0.4916667,0.5076,0.5,0,0.45,0.5083333,0.5076,0.5,0,0.4666667,0.5361111,0.5268,0.5,0,0.49375,0.55625,0.5364,0.625,0.25,0.51,0.5666667,0.52,0.6,0.2,0.4914833,0.5073944,0.55285,0.5491667,0.3664833,0.3823944,0.4591,0.4491667,0.9914833,0.9926056,0.94715,0.9508333,0.8664833,0.8823944,0.9591,0.9491667,79.19725,58.4617,46.9719,86.26938,0,77.70082,55.52812,44.46285,84.43775,0,76.95416,54.00577,43.33334,81.98718,0,78.4789,57.03854,46.36508,82.97619,0,32.27494,34.46761,35.92989,33.78532,49.2626,0.8613,,,,
9,Florida,43,12,FL,1998,0.5,1,0.375,0.3916667,0.4473,0,0,0.425,0.475,0.492525,0.375,0,0.4458333,0.5027778,0.50715,0.4166667,0,0.46875,0.528125,0.5216625,0.5,0.125,0.49,0.545,0.51929,0.55,0.2,0.4418813,0.4681069,0.5046344,0.5260725,0.3481313,0.3639403,0.4108844,0.4385725,0.9418813,0.9681069,0.9953656,0.9739275,0.8481313,0.8639402,0.9108844,0.9385725,81.10451,62.24261,51.59226,87.66369,0,79.37894,58.84718,48.09837,85.71537,0,78.20308,56.50379,45.94807,83.7334,0,78.49567,57.07149,46.625,83.1,0,29.34924,31.99004,33.90292,33.67696,,,,,,
9,Florida,43,12,FL,1999,0,0,0.375,0.3916667,0.4473,0,0,0.4,0.4416667,0.47745,0.25,0,0.425,0.4694445,0.4875,0.3333333,0,0.44375,0.5,0.506925,0.375,0,0.47,0.5233333,0.51858,0.5,0.2,0.3922792,0.4288194,0.4564188,0.5029783,0.3297792,0.3454861,0.3626688,0.4279783,0.8922791,0.9288194,0.9564188,0.9970217,0.8297791,0.8454861,0.8626688,0.9279783,83.07661,66.1532,56.38211,89.08028,0,81.36667,62.77814,52.38095,87.22222,0,79.46078,59.01941,48.5801,85.49555,0,78.51178,57.10316,46.88441,83.22581,0,26.32695,29.063,31.86104,33.56871,,,,,49.4625,0.9695
9,Florida,43,12,FL,2000,0.5,1,0.375,0.3583333,0.4473,0,0,0.3875,0.4083334,0.462375,0.125,0,0.4083333,0.4416667,0.47745,0.25,0,0.428125,0.4708333,0.4921875,0.3125,0,0.45,0.4975,0.50679,0.4,0.1,0.3458021,0.3943625,0.4259115,0.4635725,0.3145521,0.3318625,0.3477865,0.3885725,0.8458021,0.8943625,0.9259114,0.9635725,0.8145521,0.8318625,0.8477864,0.8885725,82.43999,64.92174,55.68673,87.98611,0,81.32478,62.69939,52.68145,87.4104,0,79.90475,59.89651,49.58501,85.99631,0,78.80292,57.70015,47.44568,84.27783,0,27.24136,28.97099,31.15436,32.94335,,,,,,
9,Florida,43,12,FL,2001,0,0,0.375,0.3583333,0.4473,0,0,0.375,0.375,0.4473,0,0,0.3916667,0.4138889,0.4674,0.1666667,0,0.4125,0.4416667,0.47745,0.25,0,0.43,0.4716667,0.495,0.3,0,0.299325,0.3599056,0.3954042,0.4241667,0.299325,0.3182389,0.3329042,0.3491667,0.799325,0.8599056,0.8954042,0.9241667,0.799325,0.8182389,0.8329042,0.8491666,81.79909,63.68246,55,86.875,0,81.29183,62.63919,53.0214,87.59563,0,80.45523,60.98511,50.84463,86.58007,0,79.0976,58.30433,48.01423,85.33943,0,28.16087,28.86299,30.28374,32.3111,43.528,0.7929,,,,
9,Florida,43,12,FL,2002,1,1,0.3589744,0.325,0.4352,0,0,0.3709936,0.3583333,0.444275,0,0,0.3806624,0.3861111,0.4553333,0.0833333,0,0.3979968,0.4166667,0.4684,0.1875,0,0.4158974,0.445,0.482,0.25,0,0.2934005,0.32636,0.3676409,0.3982244,0.2934005,0.3055267,0.3207659,0.3357244,0.7934005,0.82636,0.8676409,0.8982244,0.7934005,0.8055267,0.8207659,0.8357244,81.23293,62.64346,55.4375,88.14583,0,81.84613,63.81314,55.81413,88.43085,0,81.22794,62.56402,53.73641,87.89854,0,80.13733,60.39947,51.08334,86.69411,0,28.13507,27.52394,28.64327,30.42144,,,,,,
9,Florida,43,12,FL,2003,0,0,0.3589744,0.325,0.4352,0,0,0.3669872,0.3416666,0.44125,0,0,0.3696581,0.3583333,0.4432667,0,0,0.3834936,0.3916667,0.45935,0.125,0,0.4017949,0.4183334,0.469,0.2,0,0.2874759,0.2928145,0.3398776,0.3722821,0.2874759,0.2928145,0.3086276,0.3222821,0.7874759,0.7928145,0.8398776,0.872282,0.7874759,0.7928145,0.8086276,0.8222821,80.56177,61.39491,55.625,89.16667,0,82.22191,64.62953,58.125,89.16667,0,81.83592,63.81295,56.18709,89.112,0,81.17706,62.49461,54.15244,88.04878,0,28.31291,26.46422,27.26301,28.53178,,,44.2356,0.7988,,
9,Florida,43,12,FL,2004,0.55,1,0.35,0.3,0.4352,0,0,0.3607372,0.3270833,0.438225,0,0,0.3654915,0.3430555,0.44125,0,0,0.3741186,0.3677083,0.4503,0.0625,0,0.3892949,0.3958333,0.46176,0.15,0,0.2815114,0.2874492,0.3136567,0.3492221,0.2815114,0.2874492,0.2980317,0.3117221,0.7815114,0.7874492,0.8136567,0.8492221,0.7815114,0.7874492,0.7980317,0.811722,82.59753,65.45129,60.82138,91.93648,0,82.44722,65.09138,59.15895,90.47068,0,82.63638,65.42252,58.61479,90.14983,0,82.03052,64.19513,56.52845,89.40854,0,24.79833,25.70795,25.79412,26.95934,,,,,,
9,Florida,43,12,FL,2005,0,0,0.35,0.3,0.4352,0,0,0.3544872,0.3125,0.4352,0,0,0.3613248,0.3277778,0.4392333,0,0,0.3647436,0.34375,0.44125,0,0,0.3767949,0.3733333,0.45452,0.1,0,0.2755468,0.282084,0.2874359,0.326162,0.2755468,0.282084,0.2874359,0.3011621,0.7755468,0.782084,0.7874359,0.826162,0.7755468,0.782084,0.7874359,0.8011621,84.60698,69.45572,65.9543,94.66398,0,82.66982,65.54778,60.17954,91.75813,0,83.43269,67.02378,61.02941,91.1826,0,82.88397,65.89565,58.90447,90.7683,0,21.32976,24.96118,24.33288,25.3869,,,,,,
9,Florida,43,12,FL,2006,0.5,1,0.35,0.3416667,0.4636,0,0,0.3522436,0.3166667,0.4423,0,0,0.3571581,0.325,0.44195,0,0,0.3616186,0.3375,0.4432875,0,0,0.3692949,0.3583333,0.45012,0.05,0,0.2778026,0.281027,0.2856015,0.3069371,0.2778026,0.281027,0.2856015,0.2944371,0.7778026,0.781027,0.7856015,0.8069371,0.7778026,0.781027,0.7856015,0.7944371,85.17259,70.49213,66.49039,93.36539,0,83.58257,67.3551,62.7185,91.89702,0,83.22083,66.60345,61.01409,90.78125,0,83.2216,66.57375,60.22024,90.46429,0,21.11987,23.6117,24.59509,24.88004,,,,,,
9,Florida,43,12,FL,2007,0,0,0.35,0.3416667,0.4636,0,0,0.35,0.3208334,0.4494,0,0,0.3529915,0.3222222,0.4446667,0,0,0.3584936,0.33125,0.445325,0,0,0.3617949,0.3433333,0.44572,0,0,0.2800583,0.2799701,0.2837672,0.287712,0.2800583,0.2799701,0.2837672,0.287712,0.7800583,0.77997,0.7837672,0.787712,0.7800583,0.77997,0.7837672,0.787712,85.75146,71.55177,67.38095,91.84524,0,84.49532,69.16243,65.25745,92.0359,0,83.00896,66.18311,60.99877,90.3799,0,83.56122,67.25581,61.54372,90.15847,0,20.86765,22.26222,24.85732,24.3702,,,,,,
